Bezahlen mit;Typ;Restaurant;Adresse;PLZ;Ort;Kanton;Telefon;Website
;;Milano;St. Wendelin 1;6343;Holzhäusern ZG;ZG;+41417902222;
;;Milchbar;Albisstrasse 52;8038;Zürich;ZH;+41433999940;
;;Milchbar;Kappelergasse 16;8001;Zürich;ZH;044 211 90 12;www.milchbar.ch
;;Mili's Imbiss;Föhrenweg 3;5074;Eiken;AG;062 871 07 07;
;;Militärgarten;Horwerstrasse 79;6005;Luzern;LU;+41413107542;www.militaergarten-luzern.ch
;;Mille Delizie;Gotthardstrasse 35;8800;Thalwil;ZH;044 720 06 06;www.mille-delizie.ch
;;Milly 2;via Pasquale Lucchini/Via S. Balestra 18;6900;Lugano;TI;079 287 95 21;
;;Mimosa;General Wille-Strasse 8;8002;Zürich;ZH;044 202 70 40;www.lamimosa.ch
;;Minamoto;Schwarzwaldallee 179;4058;Basel;BS;+41616865545;
;;Ming Kee;Uitikonerstrasse 9;8952;Schlieren;ZH;+41447301088;
;;Ming Xuan;Rue Caroline 5;1003;Lausanne;VD;021 323 89 10;www.mingxuan-resto.ch
;;Minimum;Flüelastrasse 31;8047;Zürich;ZH;+41433218692;www.minimum.ch
;;minine sushi;Zeltweg 12;8032;Zürich;ZH;044 260 89 29;www.mininesushi.com
;;Minuit Soleil;Rue Centrale 23;1003;Lausanne;VD;021 323 53 63;www.minuit-soleil.ch
;;Mira Mare;Hegistrasse 35 B;8404;Winterthur;ZH;052 242 82 35;
;;Mira, tapas y vino;Stadtturmstrasse 13;5400;Baden;AG;056 555 20 25;www.mirabaden.ch
;;Mirabeau;Avenue de la Gare 31;1003;Lausanne;VD;021 341 42 43;www.mirabeau.ch
;;Miracle;Fröhlichstrasse 37;8008;Zürich;ZH;+41443822005;www.miracle-seefeld.ch
;;Mirada;Zürcherstrasse 208;8406;Winterthur;ZH;052 214 19 19;www.la-mirada-winterthur.ch
;;Miraki Lunch;Kägenstrasse 12;4153;Reinach BL;BL;061 711 32 62;www.miraki-lunch.ch
;;Mishio (ZFV);Sihlstrasse 9;8001;Zürich;ZH;+41442287500;www.mishio.ch
;;Mishio (ZFV);Stadelhoferstrasse 10;8001;Zürich;ZH;+41442524295;www.mishio.ch
;;Mishio Vatterland (ZFV);Bärenplatz 2;3011;Bern;BE;031 313 11 21;www.mishio.ch
;;Misoga;Drahtzugstrasse 5;8008;Zürich;ZH;044 422 99 90;www.misoga.ch
;;Miss Liberty;Schützenweg 8;4528;Zuchwil;SO;+41326858161;
;;Mister Pizza;Route de Lausanne 24;1110;Morges;VD;021 801 35 11;www.misterpizza.ch
;;Mister Pizza;Chemin du Lavasson 37;1196;Gland;VD;022 995 10 96;www.misterpizza.ch
;;Mister Wong;Sternenhofstrasse 17 A;4153;Reinach BL;BL;061 711 77 89;www.mister-wong.ch
;;Mister Wong;Steinenvorstadt 23;4051;Basel;BS;+41612818381;www.mister-wong.ch
;;Mister Wong;Gerbergasse 74;4051;Basel;BS;+41612721222;www.mister-wong.ch
;;Mister Wong;Mühlemattstrasse 9;4104;Oberwil BL;BL;061 401 27 50;www.mister-wong.ch
;;Mister Wong;Centralbahnplatz 1;4051;Basel;BS;+41612721200;www.mister-wong.ch
;;Mitsu;Bäckerstrasse 37;8004;Zürich;ZH;044 242 37 76;www.mitsumitsu.ch
;;Mittelstrasse;;3012;Bern;BE;;www.zfv.ch/de/betriebe/restaurants
;;Mittenza;Hauptstrasse 4;4132;Muttenz;BL;+41614655050;
;;Miyuko;Beckenhofstrasse 7/9;8006;Zürich;ZH;044 350 21 43;www.miyuko.ch
;;Moana;Albisstrasse 44;8038;Zürich;ZH;043 399 00 19;www.moanacafebar.ch
;;Mobilcity;Wölflistrasse 5;3006;Bern;BE;031 331 55 25;https://zfv.ch/de/microsites/restaurant-mobilcity
;;Mocambo;Avenue Léopold-Robert 79;2300;La Chaux-de-Fonds;NE;032 913 30 30;www.restaurant-lemocambo.ch
;;Mock;Ackerstrasse 60;4057;Basel;BS;061 322 34 00;www.baeckerei-mock.ch
;;Mödi;Weissenbühlweg 36;3007;Bern;BE;+41313712545;
;;Modissa Rooftop + more;Bahnhofstrasse 74;8001;Zürich;ZH;044 400 05 55;www.ooo-zh.ch
;;Moema;Untergass 1;8193;Eglisau;ZH;044 829 21 60;www.moema.ch
;;Moema Gourmet;Thurgauerstrasse 119;8152;Glattbrugg;ZH;044 829 21 60;www.moema.ch
;;Mohini;Weinbergstrasse 15;8001;Zürich;ZH;+41442525211;www.mohini.ch
;;Mohrenkopf;Niederdorfstrasse 31;8001;Zürich;ZH;044 262 05 45;www.mohrenkopf.info
;;Mojito Lemon;;;;;076 377 79 00;
;;Mojo;Schaffhauserstrasse 361;8050;Zürich;ZH;043 540 49 89;
;;Mojo;Neumattstrasse 2;5000;Aarau;AG;062 834 53 13;www.trinamo.ch
;;mokafe Downtown;Rue de la Madeleine 9;1204;Genève;GE;022 310 36 74;www.mokafe.ch
;;mokafe Tram Road;Rue de la Croix-d'Or 8;1204;Genève;GE;022 319 06 30;www.mokafe.ch
;;mokafe UN;Avenue Blanc 51;1202;Genève;GE;022 732 58 90;www.mokafe.ch
;;Mokka;Irchelstrasse 6;8180;Bülach;ZH;+41439282231;www.bistro-mokka.ch
;;Moleskin;;1215;Genève 15 Aéroport;GE;;
;;Moléson;Grüngasse 7;8004;Zürich;ZH;+41442411416;
;;Molino;Badenerstrasse 21;8953;Dietikon;ZH;+41447401418;www.molino.ch
;;Molino;Rue de Genève 106;1226;Thônex;GE;022 860 88 88;www.molino.ch
;;Molino;Rue de Lausanne 93;1700;Fribourg;FR;026 322 30 65;www.molino.ch
;;Molino;Bahnhofstrasse 52;3920;Zermatt;VS;027 966 81 81;www.molino.ch
;;Molino;Stauffacherstrasse 31;8004;Zürich;ZH;044 240 20 40;www.molino.ch
;;Molino;Quai Général-Guisan 5;1204;Genève;GE;+41223174000;www.molino.ch
;;Molino;Steinenvorstadt 71;4051;Basel;BS;+41612738080;www.molino.ch
;;Molino;Bellerivestrasse 2;8008;Zürich;ZH;043 443 06 06;www.molino.ch
;;Molino;Obstgartenstrasse 5;8910;Affoltern am Albis;ZH;044 762 40 30;www.molino.ch
;;Molino;Place du Marché 6;1820;Montreux;VD;021 965 13 34;www.molino.ch
;;Molino;36 Route de la Gare;2012;Auvernier;NE;;www.molino.ch
;;Molino;Waisenhausplatz 13;3011;Bern;BE;031 311 21 71;www.molino.ch
;;Molino;Rue du Simplon 45;1800;Vevey;VD;021 925 95 45;www.molino.ch
;;Molino;Marktgasse 45;8400;Winterthur;ZH;+41522130227;www.molino.ch
;;Molino;Poststrasse 20;8610;Uster;ZH;+41449401848;www.molino.ch
;;Molino;Rue du Pas-de-l'Ours 6;3963;Crans-Montana;VS;027 481 90 90;www.molino.ch
;;Molino;Rheinstrasse 1;8500;Frauenfeld;TG;;www.molino.ch
;;Molino;Limmatquai 16;8001;Zürich;ZH;+41442610117;www.molino.ch
;;Molino;Place du Molard 7;1204;Genève;GE;022 310 99 88;www.molino.ch
;;Molino;Gasometerstrasse 26;8005;Zürich;ZH;044 272 62 62;www.molino.ch
;;Molino;Rue des Jeunes 10;1227;Carouge GE;GE;022 307 84 44;www.molino.ch
;;Molino;Einkaufszentrum Glatt, Neue Winterthurerstrasse 99;8304;Wallisellen;ZH;+41448306536;www.molino.ch
;;Molly Malone;Bahnhofstrasse 196;8620;Wetzikon ZH;ZH;+41449300101;www.mollymalone.ch
;;Molly Malone Irish Pub;Oberer Deutweg 4;8400;Winterthur;ZH;052 238 08 17;
;;MoMa;Europastrasse 19a;8152;Glattbrugg;ZH;+41448101414;
;;Momo;Bruderholzstrasse 104;4053;Basel;BS;+41613678600;www.momobasel.ch
;;Momo Zoda;St. Jakobs-Strasse 165;4052;Basel;BS;061 311 66 88;www.momozoda.ch
;;Momo-Bar;Dorfgasse 21;8810;Horgen;ZH;043 810 43 31;www.momo-bar.ch
;;Mona Lisa;Brandstrasse 32;8610;Uster;ZH;044 940 52 04;www.monalisa-restaurant.ch
;;Monarca;Kasernenstrasse 110;8180;Bülach;ZH;043 411 52 40;www.pizzamonarca.ch
;;Mönchhof am See;Seestrasse 34;8802;Kilchberg ZH;ZH;044 715 50 09;www.moenchhof-am-see.ch
;;Mondelez;Lindbergh-Allee 1;8152;Glattpark (Opfikon);ZH;043 211 33 01;
;;Mondial;Gempenstrasse 1;4143;Dornach;SO;+41800023023;
;;Monot;Schmidlihof 3;4102;Binningen;BL;+41614210240;
;;Monsieur Baguette;Baarerstrasse 53;6304;Zug;ZG;041 720 34 20;www.monsieur-baguette.ch
;;Monsieur Verseau;Messeplatz 20 a;4058;Basel;BS;061 201 08 15;www.brasserie-verseau.ch
;;Mont d'Orzeires;Juraparc;1342;Le Pont;VD;+41218431735;
;;Montana;Konradstrasse 39;8005;Zürich;ZH;+41433666000;
;;Montanari;Dorfstrasse 17;8620;Wetzikon ZH;ZH;+41449324583;www.montanari.ch
;;Mont-Blanc;Rue des Alpes 1;1110;Morges;VD;021 804 87 87;www.hotel-mont-blanc.ch
;;Montchoisi Gourmand;Avenue Antoine-Michel-Servant 36;1006;Lausanne;VD;021 546 42 49;
;;Monte Civetta;Wieshofstrasse 44;8408;Winterthur;ZH;+41522221957;
;;Monte Rosso;St. Gallerstrasse 39;8400;Winterthur;ZH;052 242 38 83;www.monterosso.ch
;;Monti;Birmensdorferstrasse 486;8055;Zürich;ZH;044 463 66 33;
;;Montreux Jazz Café;;1215;Genève 15 Aéroport;GE;022 817 46 40;
;;Montreux Jazz Café;Gate B;8060;Zürich-Flughafen;ZH;;
;;Montreux jazz express arrivée;;1215;Genève 15 Aéroport;GE;;
;;Mooi;Wasserturmplatz 6;4410;Liestal;BL;061 534 00 02;www.guggenheimliestal.ch
;;Moosegg;Säumerstrasse 31;8803;Rüschlikon;ZH;+41447240211;
;;Moosrank;Moosrank 2;6340;Baar;ZG;+41417111885;www.moosrank.ch
;;Morango;Engelhardstrasse 6;3280;Murten;FR;026 670 68 48;www.morango.ch
;;Morgarten;Morgartenstrasse 26;8004;Zürich;ZH;+41442428666;www.morgartenbar.ch
;;Morgarten;Sattelstrasse 1;6315;Oberägeri;ZG;041 750 12 91;www.hotel-morgarten.ch
;;Morgenstern Da Mario;Zwinglistrasse 27;8004;Zürich;ZH;044 242 68 30;www.morgenstern-zh.ch
;;Moringa;Meierwiesenstrasse 58;8064;Zürich;ZH;043 545 36 63;
;;Moser’s Bistro Brugg;Hauptstrasse 1;5200;Brugg AG;AG;056 442 93 43;brugg@backparadies.ch
;;Moser’s Bleicherweg;Bleicherweg 27;8002;Zürich;ZH;044 201 67 40;www.backparadies.ch
;;Moser’s Gebenstorf;Wambisterstrasse 4;5412;Gebenstorf;AG;056 204 44 04;www.backparadies.ch
;;Moser’s Metro Shop;Metro Shop;5400;Baden;AG;056 222 79 54;www.backparadies.ch
;;Moser's Bistro Baden;Schlossbergplatz 2;5400;Baden;AG;056 222 42 56;www.backparadies.ch
;;Moser's Lilie;Uitikonerstrasse 9;8952;Schlieren;ZH;044 730 80 45;www.backparadies.ch
;;Moser's Schlossbergplatz;Schlossbergplatz 2;5400;Baden;AG;056 222 42 55;www.backparadies.ch
;;Moser's Seefeld;Seefeldstrasse 34;8008;Zürich;ZH;044 252 48 46;www.backparadies.ch
;;Moser's Sihlporte;Talacker 50;8001;Zürich;ZH;044 221 04 44;www.backparadies.ch
;;Moser's Stadelhofen;Stadelhofenstrasse 8;8001;Zürich;ZH;;www.backparadies.ch
;;Mosi's Kurier;Herostrasse 9;8048;Zürich;ZH;044 433 05 05;www.mosi.ch
;;Motta;EKZ Shoppi Spreitenbach;8957;Spreitenbach;AG;056 410 10 80;www.autogrill.ch
;;Moudi Bar;Brandschenkestrasse 5;8001;Zürich;ZH;044 390 13 14;www.moudi-bar.ch
;;Moudi's Lecker Café;Kronenstrasse 48;8006;Zürich;ZH;043 810 01 10;www.moudislecker.ch
;;Moudi's Lecker Garten;Winterthurerstrasse 86;8006;Zürich;ZH;044 361 13 93;www.moudislecker.ch
;;Moulin;Av. du Moulin 2-4;1110;Morges;VD;021 801 85 75;
;;Mövenpick;Im Zentrum 2;8105;Regensdorf;ZH;044 871 51 11;www.moevenpick.com
;;Mövenpick (Kamome);Route de Pré-Bois 20;1215;Genève 15 Aéroport;VD;022 717 17 20;www.moevenpick-restaurants.com
;;Mövenpick Albergo Touring;Piazza Independenza 1;6830;Chiasso;TI;091 682 53 31;www.moevenpick-restaurants.com/touring
;;Mövenpick Brasserie Baselstab;Marktplatz 30;4051;Basel;BS;061 261 31 00;www.moevenpick-restaurants.com/brasserie-baselstab
;;Mövenpick Hotel;Avenue de Rhodanie 4;1007;Lausanne;VD;021 612 76 12;www.moevenpick.ch
;;Mövenpick Hotel;Höhenstrasse 12;4622;Egerkingen;SO;062 389 19 80;www.moevenpick-hotels.com
;;Mövenpick Hotel Zürich-Airport;Walter Mittelholzerstr. 8;8152;Glattbrugg;ZH;044 808 88 88;
;;Mövenpick Kantonalbank;Pilatusstrasse 14;6003;Luzern;LU;041 210 62 50;www.moevenpick-restaurants.com/luzern
;;Mozart du Conservatoire;Rue de la Grotte 2;1002;Lausanne;VD;021 323 10 30;www.mozartcafe.ch
;;Mr. Chow;Dällikerstrasse 49;8107;Buchs ZH;ZH;044 272 49 49;
;;Mr. Pickwick Pub;Rathausquai 6;6004;Luzern;LU;+41414105927;www.pickwick.ch
;;Mr. Pickwick Pub;Rue de Lausanne 80;1202;Genève;GE;+41227316797;www.mrpickwick.ch
;;Mr. Pickwick Pub;Steinenvorstadt 13;4051;Basel;BS;+41612818687;www.pickwick.ch
;;Mr. Pickwick Pub;Wallgasse;3011;Bern;BE;031 311 28 62;www.pickwick.ch
;;Mr. Pickwick Pub;Löwenplatz 8;5400;Baden;AG;+41562226340;www.pickwick.ch
;;Mr. Pickwick Pub;Alpenstrasse 11;6300;Zug;ZG;041 711 10 04;www.pickwick.ch
;;Mr. Pizza;Dürntnerstrasse 30;8340;Hinwil;ZH;043 843 72 60;www.mr-pizza.ch
;;Mr. Waffle;Sternengasse 4;4051;Basel;BL;076 242 74 80;
;;Mrs Burger;Markthalle / Viaduktstrasse 8;4053;Basel;BS;078 628 79 89;www.mrsburger.ch
;;MS Glärnisch;Seeplatz 1;8820;Wädenswil;ZH;044 780 16 66;www.msglaernisch.net
;;MTA-PizzaFoodstation;Zürich HB Sihlpassage;8001;Zürich;ZH;;www.migros.ch
;;Mueseum Rietberg;Gablerstrasse 15;8002;Zürich;ZH;;www.rietberg.ch/cafe
;;Muggenbühl;Muggenbühlstrasse 15;8038;Zürich;ZH;+41444821145;www.muggenbuehl.ch
;;Mühlbach;Bahnhofplatz 3;7000;Chur;GR;081 257 15 11;www.merzchur.ch
;;Mühle;Landstrasse 120;9490;Vaduz;;+4233844480;www.muehle.li
;;Mühle;Hauptstrasse 45;5512;Wohlenschwil;AG;056 491 14 40;www.restaurant-muehle.ch
;;Mühle;Schönenwerderstrasse 4;5036;Oberentfelden;AG;062 723 74 04;www.swisscot.ch
;;Mühle;Mühlebachweg 41;4123;Allschwil;BL;+41614813370;www.muehle-allschwil.ch
;;Mühle;Mühlestrasse 7;8425;Oberembrach;ZH;+41448657134;www.muehle-oberembrach.ch
;;Mühle;Murzlenstrasse 74;8166;Niederweningen;ZH;+41448857474;www.muehlipub.ch
;;Mühleacker;Mühleackerstrasse 15;8952;Schlieren;ZH;044 730 65 66;www.mühleacker.ch
;;Mühlebach;Mühlebachstrasse 43;8008;Zürich;ZH;044 251 19 40;
;;Mühlebach;St. Gallerstrasse 37;8400;Winterthur;ZH;052 242 37 03;www.beck-muehlebach.ch
;;Mühlebach;Zürcherstrasse 14;8107;Buchs ZH;ZH;044 844 27 53;www.beck-muehlebach.ch
;;Mühlebach;Zürcherstrasse 52;8852;Altendorf;SZ;055 442 15 43;www.landgasthof-muehlebach.ch
;;Mühleholz Grill;Landstrasse 126;9490;Vaduz;;00423 232 14 22;
;;Mühlental;Durachweg 24;8200;Schaffhausen;SH;+41526200202;
;;Mühligolf;Moosstrasse 7;8907;Wettswil;ZH;043 818 73 63;www.muehligolf.ch
;;Müli;Mülirain 1;5243;Mülligen;AG;056 225 03 33;www.mueli-muelligen.ch
;;Mulia;Rathausgasse 14;5000;Aarau;AG;+41628235151;
;;Mümpfeli;Wehntalerstrasse 286;8046;Zürich;ZH;043 811 36 42;www.muempfeli.ch
;;Mum's Kitchen;Margarethenstrasse 45;4053;Basel;BS;061 271 89 89;www.mumskitchen.ch
;;Münch;Hauptstrasse 20;4142;Münchenstein;BL;+41614119807;
;;mundArtbeiz;Alte Jonastrasse 33;8640;Rapperswil SG;SG;055 210 31 87;www.mundartbeiz.ch
;;Mundo del Gusto;;;;;079 597 76 34;
;;Munotblick;Zürcherstrasse 7;8245;Feuerthalen;ZH;052 503 81 40;www.munotblick.ch
;;Münsterhof;Münsterhof 6;8001;Zürich;ZH;044 262 33 00;www.mhof.ch
;;Münsterpub;Münsterplatz 6;8200;Schaffhausen;SH;044 7329911Tr.;
;;Münz;Bahnhofstr. 4;8700;Küsnacht ZH;ZH;044 910 70 50;
;;Murizentrum;Belpstrasse 3;3074;Muri b. Bern;BE;+41319514000;
;;Mürset;Schachen 18;5000;Aarau;AG;062 822 13 72;www.muerset.ch
;;Museumscafé;Museumstrasse 52;8400;Winterthur;ZH;052 267 64 02;museumscafewinterthur.ch
;;Musigbistrot;Mühlemattstrasse 48;3007;Bern;BE;031 372 10 32;www.musigbistrot.ch
;;Musigny;Seefeldstrasse 214;8008;Zürich;ZH;043 488 66 25;www.musigny.ch
;;Musikhof;Posthof 5;8200;Schaffhausen;SH;052 620 14 00;www.musikhof-sh.ch
;;my baguette;Bahnhofstrasse 9;9435;Heerbrugg;SG;071 722 06 81;www.mybaguette.ch
;;My Kebab;Limmattalstrasse 202;8049;Zürich;ZH;;www.my-kebab-hoengg.ch
;;My Kebab;Kornhausbrücke 4;8005;Zürich;ZH;076 390 86 53;
;;My Pizza Kebab;Glattwiesenstrasse 2;8051;Zürich;ZH;043 540 49 49;www.my-pizza-kebab-kurier-zuerich.ch
;;My Sandwiches;Rue Saint-Martin 9;1003;Lausanne;VD;021 312 02 32;www.facebook.com/MY-Sandwiches-Lausanne-1670086603306198
;;My Stop;Moosbachstrasse 1;8910;Affoltern am Albis;ZH;043 322 63 20;www.mystop-zh.ch
;;My Thai;Aeschenvorstadt 24;4051;Basel;BS;058 575 87 50;www.mythai.ch
;;Myo Sushi Bar;Allée Ernest-Ansermet 1;1003;Lausanne;VD;021 323 22 88;www.myo.ch
;;My-Pizza;Neuhausstrasse 21;4057;Basel;BS;061 631 11 55;www.my-pizza.ch
;;Myrta;Herrenacker 18;8200;Schaffhausen;SH;052 533 57 77;www.myrta.me
;;Mythos;Stauffacherstrasse 35;8004;Zürich;ZH;044 372 29 54;www.mythos-zh.ch
;;N-68;Niederdorfstrasse 68;8001;Zürich;ZH;+41442610812;
;;Naan N Curry;Rue de Clendy 9;1400;Yverdon-Les-Bains;VD;024 420 26 80;www.naanandcurry.ch
;;Naanu;Pfingstweidstrasse 104;8005;Zürich;ZH;+41442711012;www.naanu.ch
;;Naboom-Thai Takeway;Hagenholzstrasse 79;8050;Zürich;ZH;;
;;Nachtigall;Bäckerstrasse 30;8004;Zürich;ZH;079 831 73 76;
;;Nam Anh;Sternmattstrasse 2;6005;Luzern;LU;041 811 86 86;www.namanh-luzern.ch
;;Namamen;Gilberte-de-Courgenay-Platz 4;3027;Bern;BE;+41319918030;www.namamen.ch
;;Namamen;Messeplatz 1 A;4058;Basel;BS;061 683 04 66;www.namamen.ch
;;Namamen;Schanzenstrasse 4;3008;Bern;BE;031 311 83 03;www.namamen.ch
;;Namamen;Steinenberg 1;4051;Basel;BS;+41612718068;www.namamen.ch
;;Namamen;Vulkanplatz 9;8048;Zürich;ZH;044 431 07 67;www.namamen.ch
;;Namaste India;Meinrad-Lienert-Strasse 27;8003;Zürich;ZH;044 461 20 53;www.namasteindiazurich.ch
;;Namaste Oerlikon;Ellen-Widmann-Weg 6;8050;Zürich;ZH;044 310 18 01;www.namaste-oerlikon.ch
;;Namaste Schiffli;Poststrasse 7;8805;Richterswil;ZH;044 785 03 03;www.namaste.schiffli.ch
;;Nannini;Ohmstrasse 11;8050;Zürich;ZH;+41433335027;
;;Nant d'Avril;Route du Nant-d'Avril 107;1217;Meyrin;GE;022 782 98 22;www.grill-house.ch
;;Napoli;Rue du Temple 2;2072;St-Blaise;NE;032 753 58 38;
;;Napulé;Kirchgasse 59;8706;Meilen;ZH;044 923 02 02;www.pizzerianapule.ch
;;Narguilé;Rte Acacias 40;1227;Carouge GE;GE;;
;;Nassacker;Nassackerstrasse 18;8952;Schlieren;ZH;+41447304352;
;;Nata;Landstrasse 3;8452;Adlikon b. Andelfingen;ZH;;www.natacafe.ch
;;National;Hirschengraben 24;3011;Bern;BE;+41313811988;
;;National;Stadthausstrasse 24;8400;Winterthur;ZH;+41522122424;
;;National;Weissensteinstrasse 28;4513;Langendorf;SO;032 623 32 16;www.gasthof-national.ch
;;National;Lyssachstrasse 80;3400;Burgdorf;BE;034 422 30 98;www.national-burgdorf.ch
;;NB Traiteur de Châtelaine;Rue du Pré-de-la-Fontaine 10;1242;Satigny;GE;022 796 01 24;www.traiteurdechatelaine.ch/
;;Nebenan;Manessestrasse 170;8045;Zürich;ZH;044 515 91 92;www.neben-an.ch
;;Nectar;Limmatstrasse 317;8005;Zürich;ZH;043 818 66 66;www.nectar.ch
;;Negishi;Badenerstrasse 97;8004;Zürich;ZH;+41433171770;www.negishi.ch
;;Negishi;Pelikanplatz 15;8001;Zürich;ZH;044 525 09 99;www.negishi.ch
;;Negishi;Industriestrasse 15 b;6300;Zug;ZG;041 711 11 81;www.negishi.ch
;;Negishi;Nägelihof 1;8001;Zürich;ZH;+41442520510;www.negishi.ch
;;Negishi;Stänzlergasse 7;4051;Basel;BS;+41612716446;www.negishi.ch
;;Negishi;Drachencenter, Aeschenvorstadt 24;4051;Basel;BS;061 281 02 22;www.negishi.ch
;;Negishi;Pilatusstrasse 1;6003;Luzern;LU;041 555 10 05;www.negishi.ch
;;Negishi;Gerbergasse 80;4001;Basel;BS;+41612632636;www.negishi.ch
;;Negishi;Archplatz 2;8400;Winterthur;ZH;+41522135151;www.negishi.ch
;;Negishi - Sushi Bar;Hofwiesenstrasse 369;8050;Zürich;ZH;044 525 09 90;www.negishi.ch
;;Négociants;Rue du Conseil 27;1800;Vevey;VD;+41219227011;
;;Nelson;Beatengasse 11;8001;Zürich;ZH;+41442126016;
;;Neni;Langstrasse 150;8004;Zürich;ZH;044 576 50 05;www.neni.ch/de/langstrasse
;;Neni;Pfingstweidstrasse 102;8005;Zürich;ZH;044 577 22 22;/www.neni.ch/de/zurich-west
;;Nepomuk;Nepomukplatz 1;4143;Dornach;SO;+41617011540;
;;Nero's Pizza;;;;;;www.nerospizza.ch
;;Nestor;Badenerstrasse 457;8003;Zürich;ZH;+41444931010;www.brasserienestor.ch
;;Neu Sternen;Webergasse 38;8200;Schaffhausen;SH;052 624 77 00;www.neu-sternen.ch
;;Neubüel;Alte Zugerstrasse 26;8820;Wädenswil;ZH;044 781 37 80;
;;Neubühl;Winterthurerstrasse 175;8057;Zürich;ZH;044 363 55 14;www.wirtschaftneubuehl.ch
;;Neuburg;Neuburgstrasse 63;8408;Winterthur;ZH;+41522221939;
;;Neue Spinnerei;Zürichstrasse 17;8607;Aathal-Seegräben;ZH;+41449722288;www.neue-spinnerei.ch
;;Neuhof;Oberneuhofstrasse 8;6340;Baar;ZG;+41417618125;www.restaurant-neuhof.ch
;;Neumarkt;Neumarkt 5;8001;Zürich;ZH;044 252 79 39;
;;Neumarkt;Neumarkt 6;8400;Winterthur;ZH;+41522034414;
;;Neumärt Cafe;Neumarkt 28;8001;Zürich;ZH;044 251 00 12;www.cafe-neumaert.ch
;;Neumühle;Bahnhofstrasse 9;6340;Baar;ZG;+41417608585;www.restaurant-neumuehle.ch
;;Neumünster;Hammerstrasse 10;8008;Zürich;ZH;044 381 76 20;
;;Neustadt;Neustadtstrasse 21;6003;Luzern;LU;041 210 23 71;
;;New Bombay;Totentanz 1;4051;Basel;BS;061 281 50 55;www.newbombay.ch
;;New Bombay;Predigerplatz 34;8001;Zürich;ZH;044 251 18 04;www.newbombay.ch
;;New Castle;Aeulestrasse 22;9490;Vaduz;;+4232334422;
;;New Point;Hardstrasse 240;8005;Zürich;ZH;043 818 25 45;
;;New Point;Limmatstrasse 50;8005;Zürich;ZH;043 960 37 46;www.new-points.ch
;;New Point;Langstrasse 206;8005;Zürich;ZH;+41442720354;www.new-points.ch
;;New Point;Zurlindenstrasse 59;8003;Zürich;ZH;076 425 39 37;
;;New Point;Binzmühlestrasse 46;8050;Zürich;ZH;+41432999825;www.new-points.ch
;;New Point;Zürcherstrasse 32;8400;Winterthur;ZH;052 212 19 29;
;;New York Café Pub;Seewenweg 5;4153;Reinach BL;BL;061 711 36 63;
;;News / Au Gratin;Bahnhofplatz 2;8001;Zürich;ZH;044 221 38 00;www.newszh.ch
;;News Deli;Gates E, Geschoss 2, West;8060;Zürich-Flughafen;ZH;;
;;Next Stop;Place Blaise-Cendrars 5;2000;Neuchâtel;NE;032 721 00 14;www.next-stop.ch
;;NICOLAS;Route de l'Aéroport 25, Galerie CFF;1215;Genève;GE;022 788 07 07;www.nicolas.com
;;Niedergold;Sonnenbergstrasse 1;8172;Niederglatt ZH;ZH;+41448504747;
;;Niederhasli;Dorfstrasse 11;8155;Niederhasli;ZH;044 886 27 27;
;;Nihao;Oerlikonerstrasse 43;8057;Zürich;ZH;043 537 54 34;www.restaurant-nihao.ch
;;Nihat;Bahnhofstrasse 26;6110;Wolhusen;LU;041 490 01 44;www.bistronihat.ch
;;Nikos;Albisriederstr. 181;8047;Zürich;ZH;044 432 33 33;www.nikos-taverne.ch
;;NINO Pizza;Alte Jonastrasse 104;8640;Rapperswil SG;SG;055 214 11 11;www.ninopizza.ch
;;Njord;Landstrasse 117;9490;Vaduz;;00423 232 20 02;www.njord.li
;;No Name;Gürtelstrasse 45;7000;Chur;GR;081 250 37 37;www.noname-chur.ch
;;Noa;Murtenstrasse 143 A;3008;Bern;BE;+41319810760;www.noa-restaurant.ch
;;NOah's;Marktgasse 29;8180;Bülach;ZH;044 862 10 00;www.noahs.ch
;;Noerd;Binzmühlestrasse 170 b;8050;Zürich;ZH;043 210 33 15;www.noerdkantine.ch
;;Noi Noi;Weidgasse 13a;5304;Endingen;AG;056 250 02 02;www.noinoi.ch
;;Nöihüüsli;Lindenstrasse 8;8820;Wädenswil;ZH;044 780 30 49;www.xn--restaurant-nihsli-b0b0ja.ch/
;;Nok's Thai Food;Sägereistrasse 6;8152;Glattbrugg;ZH;+41793712236;
;;Nollen;am Nollen 1;9515;Hosenruck;TG;071 944 15 15;www.hotel-nollen.ch
;;Nomad;Minervastrasse 10;8032;Zürich;ZH;;
;;Nomad;Route de Peney 2;1214;Vernier;GE;022 566 10 63;
;;Nomad;Brunngässlein 8;4052;Basel;BS;061 690 91 60;www.krafftgruppe.ch
;;Nomades;Rue des Grottes 18;1201;Genève;GE;022 734 09 88;www.ndgeneve.ch
;;Nòn Là Vietnamese Streetfood;Markthalle / Viaduktstrasse 10;4051;Basel;BS;076 585 65 55;
;;Nonna;Rue du Maupas 17;1004;Lausanne;VD;021 646 54 12;
;;Nonna Gina;Chemin Malombré 5;1206;Genève;GE;022 346 68 89;www.facebook.com/nonnaginageneva
;;Nooba;Kreuzplatz 5;8032;Zürich;ZH;+41432436006;www.nooba.ch
;;Nooch;Richtiplatz 3;8304;Wallisellen;ZH;+41445117020;www.nooch.ch
